no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income,total_assets,assets_to_loan
1,1,1,1000000,3200000,4,888,2000000,1500000,2200000,1300000,1,3.1999968000032,7000000,2.1874993164064636
2,0,1,8200000,27200000,10,839,9200000,6400000,25500000,6000000,1,3.317072766210638,47100000,1.7316175833964125
5,0,1,3600000,12400000,8,333,8800000,1000000,10700000,4000000,0,3.4444434876545866,24500000,1.975806292273686
5,1,0,9400000,23700000,18,862,21500000,3500000,22400000,5600000,1,2.521276327523795,53000000,2.2362868254731296
5,0,0,2600000,9100000,4,309,6400000,1400000,5900000,3400000,1,3.4999986538466716,17100000,1.8791206726241019
5,0,0,9500000,30700000,10,823,16300000,3700000,30300000,13100000,1,3.231578607202252,63400000,2.0651465125359443
0,1,1,3500000,11700000,14,649,2700000,700000,11400000,4800000,1,3.342856187755375,19600000,1.6752135320330315
5,0,1,9800000,35700000,10,726,9400000,18900000,31200000,12000000,1,3.642856771137064,71500000,2.002801064347309
4,1,0,800000,3100000,18,712,400000,700000,1900000,1100000,1,3.8749951562560545,4100000,1.3225802185225102
0,0,0,9700000,37300000,20,701,12100000,16200000,24100000,10500000,1,3.845360428313358,62900000,1.6863270325381492
3,1,0,6200000,21300000,12,655,6500000,11600000,19200000,5000000,1,3.4354833168575296,42300000,1.9859153997222816
1,0,1,4400000,16600000,18,385,800000,5300000,13400000,5100000,0,3.772726415289451,24600000,1.4819276215706252
2,1,0,1800000,3800000,4,777,5100000,2700000,4600000,1400000,1,2.1111099382722567,13800000,3.631577991690002
3,1,0,1700000,5300000,14,696,300000,700000,4500000,800000,1,3.1176452249145736,6300000,1.1886790210039584
3,1,0,3900000,14100000,16,496,2500000,2200000,13700000,2900000,0,3.6153836883631567,21300000,1.51063819073488
2,1,1,2200000,7900000,6,659,3400000,1800000,8600000,2400000,1,3.5909074586784278,16200000,2.0506326518186517
3,0,1,6300000,17700000,2,542,16800000,900000,16400000,5300000,0,2.80952336356772,39400000,2.2259885748029054
2,0,0,2200000,8700000,18,729,3900000,3300000,7600000,1300000,1,3.9545436570256105,16100000,1.8505744999339655
1,1,0,8100000,28400000,6,744,20300000,10500000,21800000,7700000,1,3.506172406645382,60300000,2.123239361857769
4,0,0,6800000,17000000,2,749,18000000,3800000,27100000,9400000,1,2.499999632352995,58300000,3.4294115629757904
0,1,0,4700000,14800000,20,755,12300000,5000000,15400000,3700000,1,3.1489355002264894,36400000,2.4594592932797776
3,1,1,2200000,5300000,2,506,1600000,1700000,5800000,2800000,0,2.4090898140500845,11900000,2.245282595229699
3,1,1,3500000,13000000,6,391,6100000,3500000,13300000,4300000,0,3.7142846530615277,27200000,2.092307531360959
1,0,1,3500000,11600000,10,898,3100000,2700000,9000000,4500000,1,3.314284767347209,19300000,1.6637929600178483
5,0,0,500000,1500000,12,527,100000,600000,1100000,200000,0,2.999994000012,2000000,1.333332444445037
5,0,0,9900000,35800000,20,470,9500000,18400000,39100000,14700000,0,3.616161250892803,81700000,2.2821228412814847
1,1,0,8400000,25000000,12,694,5300000,14900000,23000000,7700000,1,2.9761901218821283,50900000,2.035999918560003
1,1,0,5000000,18800000,14,325,13100000,5700000,12800000,4300000,0,3.7599992480001503,35900000,1.9095743665120017
4,0,1,5500000,13400000,10,880,300000,800000,19900000,2800000,1,2.43636319338851,23800000,1.7761192704388604
5,1,1,3000000,11900000,14,459,6000000,4800000,11700000,4200000,0,3.9666653444448854,26700000,2.243697290445606
3,0,1,9400000,21400000,10,323,5100000,15500000,29600000,11300000,0,2.2765955024898403,61500000,2.8738316414097365
4,1,0,7600000,29000000,8,739,22100000,8100000,22100000,8800000,1,3.815788971606714,61100000,2.1068964790725353
0,0,1,5500000,16300000,10,724,11900000,1500000,11900000,6200000,1,2.9636358247934864,31500000,1.932515218864097
1,1,0,3100000,7400000,18,487,8400000,1200000,9200000,4500000,0,2.3870960041625793,23300000,3.1486482231556456
3,1,0,7700000,27700000,4,439,13900000,7500000,27100000,6200000,1,3.5974021302075156,54700000,1.9747291705873946
2,1,0,9800000,25400000,2,655,19900000,4600000,21300000,7900000,1,2.5918364702207684,53700000,2.1141731451112933
3,0,0,3200000,9200000,14,443,3300000,1100000,7200000,4500000,0,2.8749991015627807,16100000,1.7499998097826295
2,1,0,700000,2600000,20,489,100000,200000,2400000,900000,0,3.7142804081708456,3600000,1.3846148520712107
4,0,1,3100000,8600000,14,427,3100000,3800000,9900000,3700000,0,2.774192653486241,20500000,2.383720653055738
0,1,1,4500000,10500000,20,417,9800000,2000000,9600000,5800000,0,2.33333281481493,27200000,2.5904759437641958
5,0,1,8900000,24800000,18,842,16200000,5000000,20000000,8100000,1,2.786516540840838,49300000,1.9879031456490668
3,0,0,5900000,23200000,2,307,15500000,10000000,21100000,6300000,1,3.932202723355471,52900000,2.280172315509814
2,0,0,1500000,4500000,18,428,4500000,1200000,5600000,1100000,0,2.9999980000013333,12400000,2.755554943210013
4,0,1,6300000,15200000,16,415,15500000,1800000,20700000,7900000,0,2.4126980297304716,45900000,3.0197366434383786
3,0,1,6500000,18200000,20,405,10400000,2800000,21300000,6700000,0,2.7999995692308355,41200000,2.2637361393551574
4,1,0,8000000,31500000,18,683,10300000,7900000,30100000,9600000,1,3.9374995078125616,57900000,1.83809517974301
1,1,1,3300000,10600000,14,742,300000,600000,8400000,4500000,1,3.2121202387514427,13800000,1.301886669633333
4,0,0,3900000,10000000,10,530,10900000,200000,12300000,1900000,0,2.564101906640537,25300000,2.5299997470000255
3,1,0,1600000,3500000,10,844,4500000,2200000,5200000,1600000,1,2.1874986328133543,13500000,3.8571417551023557
2,0,1,3900000,13900000,18,715,5000000,5600000,9900000,2100000,1,3.564101650230346,22600000,1.6258991636043767
3,1,1,8000000,26300000,12,476,21700000,6600000,16400000,9000000,0,3.2874995890625516,53700000,2.041825017421102
2,1,0,2200000,4800000,6,721,1800000,100000,6900000,2200000,1,2.1818171900830956,11000000,2.2916661892362105
4,0,0,7600000,30300000,12,339,20400000,8000000,22200000,5800000,0,3.9868415806787394,56400000,1.8613860771819777
5,0,1,2700000,6800000,6,461,4500000,2000000,8200000,1700000,0,2.5185175857342275,16400000,2.411764351211125
2,1,1,6300000,23200000,12,556,7000000,8300000,24200000,5300000,1,3.682539098009667,44800000,1.9310343995243793
3,0,0,7700000,18700000,8,483,15100000,5600000,24600000,10200000,0,2.4285711131725827,55500000,2.9679142797906803
2,1,0,4500000,17200000,18,406,4100000,6300000,13800000,3300000,0,3.822221372839695,27500000,1.5988371163466792
2,1,1,9400000,24800000,14,513,24200000,18200000,37200000,7500000,0,2.638297591670469,87100000,3.512096632576749
0,0,0,4600000,12600000,16,574,3400000,6200000,15100000,3600000,1,2.7391298393196,28300000,2.2460315677752725
0,1,1,5200000,15700000,6,692,3800000,7000000,12800000,5500000,1,3.019230188609579,29100000,1.8535030666558556
5,1,1,8000000,29800000,18,867,17700000,14100000,22800000,9200000,1,3.7249995343750584,63800000,2.140939525471828
1,0,1,9900000,38500000,2,875,19600000,2900000,20200000,6500000,1,3.888888496071869,49200000,1.2779220447292976
4,1,1,8500000,18600000,10,597,16600000,3200000,21000000,11600000,1,2.188235036678231,52400000,2.8172041496126803
2,1,1,4900000,12000000,20,513,14200000,8100000,18300000,4800000,0,2.448979092045083,45400000,3.7833330180555818
3,1,1,7000000,24200000,2,354,18200000,7000000,15900000,7900000,1,3.4571423632653766,49000000,2.0247933047606073
2,0,0,9600000,25900000,18,647,11800000,9900000,35600000,11500000,1,2.6979163856337096,68800000,2.656370553808087
1,1,0,9700000,23700000,6,875,11500000,14400000,38100000,10400000,1,2.4432987171856992,74400000,3.139240373871714
1,1,0,6200000,14300000,20,819,7500000,11700000,16700000,4300000,1,2.3064512408949613,40200000,2.811188614602195
4,0,1,4100000,9600000,10,521,11900000,7100000,14100000,4900000,0,2.341462843545648,38000000,3.9583329210069875
0,1,1,6100000,19900000,20,761,4500000,3700000,12700000,7100000,1,3.2622945471648284,28000000,1.4070351051741152
0,1,0,700000,1900000,18,572,1400000,1000000,2000000,300000,1,2.7142818367402333,4700000,2.473682908587943
3,1,0,6400000,24100000,12,571,19000000,11500000,13200000,7500000,1,3.765624411621186,51200000,2.124481239648081
4,1,1,3800000,7800000,20,891,4600000,7000000,14300000,3300000,1,2.0526310387813056,29200000,3.743589263642402
1,0,0,4900000,14800000,12,895,8600000,8200000,18300000,5200000,1,3.0204075468556026,40300000,2.7229727889883253
2,1,0,2100000,6600000,20,580,3800000,4100000,6200000,2100000,1,3.142855646259216,16200000,2.4545450826446844
2,1,0,6200000,23400000,8,605,10000000,10800000,21800000,9200000,1,3.7741929396463,51800000,2.213675119073713
4,0,0,1600000,5100000,8,705,2400000,800000,5100000,1900000,1,3.187498007813745,10200000,1.999999607843214
1,0,1,1300000,5000000,20,423,900000,800000,3900000,1600000,0,3.8461508875762402,7200000,1.4399997120000576
5,0,1,7300000,22500000,2,846,9800000,4700000,20300000,5700000,1,3.0821913586039233,40500000,1.7999999200000036
2,0,0,2100000,5000000,4,542,700000,600000,6600000,3100000,0,2.380951247166073,11000000,2.199999560000088
5,0,0,600000,2400000,18,631,600000,300000,2100000,900000,1,3.9999933333444444,3900000,1.6249993229169488
4,1,0,7000000,24500000,18,318,4300000,1700000,16300000,3600000,0,3.4999995000000714,25900000,1.0571428139941708
1,0,1,3000000,6800000,10,541,5800000,5700000,10700000,2900000,0,2.266665911111363,25100000,3.691175927768246
1,1,0,900000,2900000,20,782,0,1500000,3500000,800000,1,3.222218641979287,5800000,1.9999993103450655
2,1,0,9600000,35000000,2,888,12600000,6500000,37900000,5800000,1,3.6458329535590672,62800000,1.7942856630204096
0,1,0,1500000,3600000,14,747,200000,1400000,3000000,1200000,1,2.3999984000010666,5800000,1.6111106635803711
0,1,1,5000000,18900000,6,641,4300000,8500000,19600000,6700000,1,3.7799992440001513,39100000,2.068782959323653
3,1,1,500000,1700000,4,640,400000,700000,1300000,200000,1,3.3999932000136,2600000,1.5294108650524323
4,0,0,7600000,28100000,12,324,12500000,8500000,19900000,11100000,0,3.697367934556851,52000000,1.850533741973888
4,1,0,5500000,21200000,20,359,4200000,5300000,18600000,6400000,0,3.8545447537191357,34500000,1.6273584138038484
0,0,1,6600000,23300000,12,338,2400000,800000,18900000,9300000,0,3.530302495408713,31400000,1.3476394271399388
0,1,0,1400000,3200000,14,384,3100000,800000,3400000,2000000,0,2.2857126530623906,9300000,2.9062490917971586
5,0,1,8800000,26600000,16,545,19100000,16600000,30400000,7600000,0,3.022726929235576,73700000,2.7706765875685493
5,0,0,6200000,24200000,18,610,10200000,7800000,19600000,8300000,1,3.903225176899165,45900000,1.8966941365002423
2,1,1,8300000,27900000,18,840,12600000,3500000,19100000,9200000,1,3.361445378139111,44400000,1.5913977924230183
3,0,0,2400000,8100000,6,630,5100000,2900000,9100000,2300000,1,3.3749985937505858,19400000,2.395061432708465
1,1,0,9100000,31200000,4,508,12800000,11700000,31100000,7800000,1,3.428571051805379,63400000,2.0320512169214355
0,0,1,9500000,34900000,4,535,800000,14100000,25600000,14000000,1,3.6736838238227554,54500000,1.5616045397821048
1,1,0,1200000,3400000,20,717,3100000,1500000,2500000,900000,1,2.8333309722241897,8000000,2.3529404844292694
2,1,1,7700000,19300000,8,735,1200000,1900000,23800000,10400000,1,2.5064931809749114,37300000,1.932642386909721
5,1,1,7800000,22000000,20,528,5800000,8800000,24700000,4900000,0,2.820512458908659,44200000,2.009090817768599
0,1,1,9400000,20000000,4,350,3300000,1400000,37200000,4700000,0,2.127659348121346,46600000,2.329999883500006
0,0,0,1700000,5700000,12,422,3400000,1100000,6500000,900000,0,3.3529392041534094,11900000,2.087718931979135
5,1,0,4000000,13700000,6,496,0,1400000,15800000,3700000,0,3.424999143750214,20900000,1.5255473339016545
4,0,0,4200000,15500000,18,794,7300000,700000,13400000,2200000,1,3.6904753117915923,23600000,1.5225805469302873
2,1,0,2400000,7700000,6,719,6000000,1700000,6700000,1600000,1,3.208331996528335,16000000,2.077921808062103
3,0,1,2700000,6100000,14,630,3900000,2800000,10600000,2300000,1,2.2592584224968806,19600000,3.2131142273583233
3,0,1,600000,1800000,4,843,1400000,300000,1700000,400000,1,2.9999950000083335,3800000,2.1111099382722567
2,1,0,4600000,15600000,2,764,7700000,1500000,16000000,5800000,1,3.3913036105861716,31000000,1.9871793597961949
3,1,0,7200000,17700000,4,662,13100000,11500000,16300000,5300000,1,2.4583329918981955,46200000,2.610169344058229
0,0,0,4700000,15500000,16,311,12800000,200000,17500000,2700000,0,3.297871638750715,33200000,2.1419353456815906
4,0,0,4300000,10100000,2,606,9900000,1800000,8900000,5500000,1,2.348836663061241,26100000,2.5841581599843404
5,1,0,4700000,10200000,16,874,10800000,7700000,11100000,7000000,1,2.170212304210148,36600000,3.588234942329908
4,0,1,8700000,30000000,4,370,17600000,15600000,34600000,12100000,1,3.4482754657154637,79900000,2.6633332445555586
1,1,0,7000000,20500000,10,414,19700000,7500000,20700000,5100000,0,2.9285710102041413,53000000,2.5853657275431354
2,0,0,600000,1100000,10,800,1200000,200000,2300000,900000,1,1.8333302777828704,4600000,4.1818143801687455
1,0,0,6800000,16900000,12,779,13800000,10200000,23400000,4400000,1,2.4852937521626837,51800000,3.065088576030262
1,0,0,6400000,14100000,20,553,11700000,4500000,20000000,3600000,1,2.2031246557617727,39800000,2.82269483526987
4,0,0,7600000,29900000,18,445,4800000,13900000,18400000,5700000,0,3.934210008656578,42800000,1.4314380792161177
3,0,0,9000000,21400000,8,496,16400000,7300000,31800000,12500000,0,2.377777513580276,68000000,3.177569944973367
0,1,1,2400000,5900000,10,650,5100000,3700000,5300000,2300000,1,2.4583323090282048,16400000,2.7796605458202466
3,0,0,6800000,17900000,6,783,20000000,9800000,23600000,5500000,1,2.632352554065801,58900000,3.290502609469128
5,1,1,3500000,13500000,10,535,3100000,5700000,12500000,3100000,0,3.8571417551023557,24400000,1.8074072735253872
4,1,1,8900000,34000000,20,415,13500000,3100000,33600000,12800000,0,3.8202242898624394,63000000,1.85294112197232
0,0,0,6000000,15300000,8,709,8900000,1700000,16400000,3500000,1,2.549999575000071,30500000,1.9934639219958221
3,0,0,700000,2500000,14,819,1600000,1000000,2100000,900000,1,3.5714234693950435,5600000,2.2399991040003586
0,0,1,6800000,17300000,18,841,10500000,8600000,16000000,8700000,1,2.5441172729239305,43800000,2.5317917611681064
4,0,1,5300000,10700000,12,700,15800000,1900000,20500000,2900000,1,2.0188675436098973,41100000,3.841121136343819
1,1,1,1400000,4200000,4,881,2800000,1200000,5100000,1300000,1,2.999997857144388,10400000,2.4761898866214556
2,1,1,1400000,4600000,4,804,1900000,2200000,5200000,700000,1,3.2857119387771867,10000000,2.1739125708885716
4,0,0,9200000,21700000,6,653,22700000,4600000,29400000,8600000,1,2.358695395793979,65300000,3.009216451188182
1,1,1,7900000,29200000,2,663,19600000,12100000,28600000,10100000,1,3.696202063771891,70400000,2.410958821542506
0,0,0,4500000,17500000,10,495,10300000,3500000,9700000,6200000,0,3.8888880246915503,29700000,1.697142760163271
1,0,0,3800000,9800000,8,335,100000,5100000,14200000,1800000,0,2.5789466897508713,21200000,2.1632650853811137
5,1,1,1500000,4900000,6,618,3400000,1000000,3200000,900000,1,3.2666644888903407,8500000,1.734693523531934
3,0,0,1200000,2400000,12,480,3000000,100000,3100000,1700000,0,1.9999983333347222,7900000,3.2916652951394605
4,0,0,1700000,4900000,18,843,4800000,2200000,6200000,1800000,1,2.882351245675738,15000000,3.061223865056354
4,1,0,5200000,14100000,16,483,11800000,800000,19200000,2700000,0,2.7115379400888577,34500000,2.4468083371057916
1,0,0,1600000,5100000,12,548,2200000,2700000,3600000,800000,0,3.187498007813745,9300000,1.8235290542099893
4,1,1,6600000,16000000,16,379,6500000,12600000,24700000,4500000,0,2.424242056933022,48300000,3.018749811328137
5,0,1,9400000,26600000,20,771,10200000,12600000,36900000,11700000,1,2.8297869330013903,71400000,2.684210425405623
4,1,1,300000,500000,2,353,600000,100000,1200000,400000,0,1.6666611111296297,2300000,4.5999908000184
5,0,0,4600000,11500000,16,668,6500000,3100000,10200000,5500000,1,2.499999456521857,25300000,2.1999998086956687
3,0,1,6100000,21300000,2,387,7100000,3100000,16300000,4100000,1,3.4918027062618515,30600000,1.4366196508629272
0,0,1,1500000,4100000,12,789,3600000,1600000,5800000,1300000,1,2.733331511112326,12300000,2.9999992682928616
0,1,1,400000,900000,2,855,0,500000,1300000,400000,1,2.2499943750140625,2200000,2.4444417283980795
0,0,0,8700000,33600000,14,751,7100000,13700000,22800000,7000000,1,3.8620685216013193,50600000,1.505952336132371
3,0,0,7000000,21600000,12,739,1600000,7600000,24500000,8400000,1,3.0857138448980224,42100000,1.9490739838391675
4,1,0,4700000,13100000,14,492,1000000,4500000,14100000,6400000,0,2.787233449524798,26000000,1.98473267292117
4,0,1,7600000,23800000,16,896,3700000,4500000,15400000,6400000,1,3.1315785353186136,30000000,1.260504148718313
1,0,1,9200000,24500000,4,545,25700000,0,20600000,13300000,0,2.6630431887996533,59600000,2.4326529619325323
5,0,0,9400000,36800000,20,891,13900000,16600000,19300000,8900000,1,3.9148932005432764,58700000,1.59510865230683
0,1,0,4800000,15100000,6,848,1300000,300000,18800000,3500000,1,3.1458326779515255,23900000,1.5827813521336853
3,0,1,600000,2400000,12,884,600000,800000,1400000,600000,1,3.9999933333444444,3400000,1.4166660763891348
3,1,1,4900000,14300000,14,439,10300000,5600000,17400000,5100000,0,2.9183667513537244,38400000,2.6853144975304546
3,1,1,3300000,8500000,12,586,7500000,5100000,7800000,3900000,1,2.5757567952252134,24300000,2.8588231930796244
3,1,1,9100000,18800000,20,308,14500000,10200000,20500000,4800000,0,2.0659338389083692,50000000,2.6595743266183867
5,1,0,6100000,23500000,16,300,300000,700000,22800000,4800000,0,3.8524583848428877,28600000,1.2170212248076075
3,1,1,8400000,19600000,2,741,21500000,200000,18700000,8300000,1,2.3333330555555887,48700000,2.4846937507809312
4,1,0,7900000,31400000,8,698,16500000,11400000,28700000,5100000,1,3.974683041179362,61700000,1.9649680902876405
2,0,1,6100000,22300000,10,733,12100000,9700000,17200000,5600000,1,3.655737105616868,44600000,1.9999999103139054
3,0,1,2000000,4200000,16,571,1700000,3900000,5800000,1300000,1,2.099998950000525,12700000,3.023808803855047
3,1,1,9900000,29900000,20,490,10500000,9100000,27100000,7400000,0,3.0202017151311398,54100000,1.8093644879811208
2,0,0,9500000,25400000,16,451,19000000,2900000,33800000,11400000,0,2.673683929085902,67100000,2.641732179459363
4,1,1,1900000,6800000,6,559,3600000,2200000,6200000,1200000,1,3.5789454847655344,13200000,1.9411761851211493
4,1,1,6900000,21400000,10,577,12500000,2200000,14900000,6300000,1,3.101448825876982,35900000,1.6775700150668218
